12,38,2.0,32.0,431,37,3.9,0,13461,5099
12,39,2.0,32.0,46307,4552,4.1,0,7990,5499
12,39,2.0,32.0,46077,4530,4.1,2,7990,5499
12,40,3.0,32.0,43,1,3.7,3,14999,6799
12,38,2.0,32.0,431,37,3.9,3,6169,5099
12,39,2.0,32.0,46077,4530,4.1,3,7990,5499
12,41,3.0,32.0,1332,77,4.4,3,8468,6999
13,42,0.03125,0.03125,49,9,3.9,0,13780,799
13,43,0.0625,0.0625,8,1,4.1,0,1692,1399
13,44,0.03125,0.03125,2037,175,4.0,0,1699,1499
13,44,0.03125,0.03125,2036,175,4.0,0,1485,1499
13,44,0.03125,0.03125,2036,175,4.0,0,1412,1499
13,44,0.03125,0.03125,2036,175,4.0,0,929,1499
13,44,0.03125,0.03125,2037,175,4.0,0,1813,1499
13,44,0.03125,0.03125,2037,175,4.0,0,1813,1499
13,44,0.03125,0.03125,2037,175,4.0,0,2200,1399
14,45,6.0,128.0,14893,2907,4.6,0,59900,31999
15,46,0.0625,0.0625,114,13,3.6,0,906,749
15,47,0.0625,0.0625,6452,1042,4.3,0,11999,709
15,47,0.0625,0.0625,707,58,3.8,0,779,709
15,48,0.0625,0.0625,2536,301,3.6,0,759,689
15,48,0.0625,0.0625,2525,300,3.6,0,52900,689
15,49,0.0625,0.0625,36305,2815,4.6,0,1250,689
15,50,0.0625,0.0625,2409,195,3.6,0,2340,689
15,50,0.0625,0.0625,2409,195,3.6,0,1250,689
15,50,0.0625,0.0625,2409,195,3.6,0,833,689
15,51,0.0625,0.0625,373,30,3.5,0,869,719
15,51,0.0625,0.0625,373,30,3.5,0,869,719
15,52,0.0625,0.0625,848,85,3.8,0,919,849
15,52,0.0625,0.0625,848,85,3.8,0,1027,849
16,53,0.0625,0.0625,119,9,4.1,0,13999,1399
16,53,0.0625,0.0625,119,9,4.1,0,9999,1399
16,53,0.0625,0.0625,119,9,4.1,0,1119,1399
16,53,0.0625,0.0625,119,9,4.1,0,999,1399
16,53,0.0625,0.0625,119,9,4.1,0,970,1399
16,53,0.0625,0.0625,119,9,4.1,0,919,1399
16,53,0.0625,0.0625,119,9,4.1,0,1692,1399
17,54,0.03125,0.03125,31,11,4.3,0,1490,1399
17,54,0.03125,0.03125,31,11,4.3,0,1692,1399
18,55,6.0,128.0,2559,393,4.4,0,27828,22999
19,56,4.0,128.0,1034,109,4.3,3,30990,16899
20,57,2.0,16.0,3169,276,3.3,2,1049,4299
20,58,4.0,32.0,615,57,3.0,2,7299,6699
20,58,4.0,32.0,615,57,3.0,2,7299,6699
20,58,4.0,64.0,615,57,3.0,2,7299,6699
20,59,0.03125,0.0625,1836,194,3.7,0,1099,1049
20,60,0.03125,0.0625,392,38,3.7,0,17999,899
20,61,0.03125,0.0625,2931,257,3.8,0,6099,1049
20,62,0.03125,0.0625,3555,308,3.7,0,11643,749
20,62,0.03125,0.0625,3553,308,3.7,0,5999,749
20,63,0.0625,0.0625,209,24,3.8,0,2308,1249
20,64,0.03125,0.0625,5841,541,3.4,0,819,719
20,65,32.0,64.0,7229,822,3.4,0,609,609
20,66,0.03125,0.03125,11149,1251,3.7,0,845,699
20,67,0.03125,0.03125,342,24,3.4,0,1571,1299
20,68,0.03125,0.0625,2134,276,3.6,0,1199,799
20,69,0.03125,0.0625,10956,1094,3.5,0,1813,1499
20,69,0.03125,0.0625,1852,156,3.6,0,7999,1399
20,70,0.0625,0.005859375,599,47,3.7,0,599,999
20,71,0.03125,0.0625,1894,169,4.7,0,1148,949
20,72,0.0625,0.0625,3,1,3.7,0,34999,1399
20,73,4.0,32.0,840,111,2.9,3,7699,7699
20,73,4.0,64.0,840,111,2.9,3,7699,7699
20,73,4.0,64.0,840,111,2.9,3,7699,7699
20,74,2.0,16.0,58,3,3.1,3,5699,5499
20,74,2.0,16.0,58,3,3.1,3,5699,5499
20,74,2.0,64.0,58,3,3.1,3,5699,5499
20,75,4.0,16.0,512,47,2.8,3,7299,7299
20,75,4.0,64.0,512,47,2.8,3,7299,7299
20,75,4.0,64.0,512,47,2.8,3,7299,7299
21,76,6.0,128.0,60103,6233,4.4,0,13999,10999
21,76,4.0,64.0,48002,3925,4.4,0,11999,9499
21,77,4.0,64.0,20630,2186,4.3,0,13308,10999
21,78,3.0,32.0,141830,12271,4.4,0,9999,7999
21,78,3.0,32.0,53,5,4.2,0,9999,7999
21,79,2.0,32.0,7767,629,4.4,0,8999,7199
21,80,2.0,32.0,29352,1899,4.4,0,7999,6499
21,81,8.0,128.0,3885,540,4.2,0,18999,15999
21,76,6.0,128.0,60103,6233,4.4,2,13999,10999
21,76,4.0,64.0,48002,3925,4.4,2,11999,9499
21,77,4.0,64.0,914,77,3.8,3,13308,10999
21,82,4.0,64.0,29808,2912,4.4,3,4399,12999
21,82,4.0,64.0,12764,1149,4.5,3,12999,11499
21,79,2.0,32.0,7767,629,4.4,3,8999,7199
21,80,2.0,32.0,29352,1899,4.4,3,7999,6499
21,76,6.0,128.0,60103,6233,4.4,3,13999,10999
21,76,4.0,64.0,48002,3925,4.4,3,11999,9499
21,83,4.0,64.0,105501,7736,4.4,3,10990,9499
21,83,4.0,64.0,105501,7736,4.4,3,11999,9499
21,84,4.0,64.0,18672,1616,4.1,3,18990,10499
21,84,4.0,64.0,17040,1232,4.5,3,12999,10499
21,84,4.0,64.0,37727,3873,4.0,3,1119,10499
21,78,3.0,32.0,141830,12271,4.4,3,9999,7999
21,78,3.0,64.0,53,5,4.2,3,9999,7999
21,78,3.0,32.0,141830,12271,4.4,3,9999,7999
21,77,4.0,64.0,20630,2186,4.3,4,14999,10999
21,82,4.0,64.0,29808,2912,4.4,4,894,12999
21,82,4.0,64.0,12764,1149,4.5,4,12999,11499
21,79,2.0,32.0,7767,629,4.4,4,8999,7199
21,80,2.0,32.0,29352,1899,4.4,4,7999,6499
21,83,4.0,64.0,105501,7736,4.4,6,11493,9499
21,84,4.0,64.0,37727,3873,4.0,6,52900,10499
21,84,4.0,64.0,17040,1232,4.5,6,12999,10499
21,82,4.0,64.0,29808,2912,4.4,6,1490,12999
21,82,4.0,64.0,12764,1149,4.5,6,12999,11499
21,78,3.0,32.0,141830,12271,4.4,6,9999,7999
21,78,3.0,64.0,53,5,4.2,6,9999,7999
21,79,2.0,32.0,7767,629,4.4,7,8999,7199
21,76,6.0,128.0,60103,6233,4.4,8,13999,10999
21,76,4.0,64.0,48002,3925,4.4,8,11999,9499
21,81,8.0,128.0,3885,540,4.2,12,18999,15999
22,85,12.0,256.0,2270,379,4.4,0,46990,39990
22,85,8.0,128.0,13175,2165,4.5,0,16990,29990
22,85,8.0,256.0,13175,2165,4.5,0,40990,32990
22,85,8.0,128.0,13175,2165,4.5,12,37990,29990
22,85,8.0,256.0,13175,2165,4.5,12,40990,32990
23,86,2.0,32.0,155,7,2.9,0,6279,5190
24,87,2.0,32.0,195,16,3.9,0,5999,5990
24,88,0.03125,0.03125,198,14,4.0,0,10990,748
24,88,0.00390625,0.00390625,16943,1273,4.2,0,12999,766
24,88,0.00390625,0.00390625,7974,638,4.3,0,12999,775
24,88,0.00390625,0.00390625,240,17,4.3,0,15795,763
24,89,0.03125,0.03125,3304,311,4.0,0,1064,880
24,90,0.03125,0.03125,274,14,4.0,0,1016,840
24,91,0.00390625,0.00390625,396,30,4.0,0,14299,810
24,91,0.00390625,0.00390625,396,30,4.0,0,980,810
24,91,0.00390625,0.00390625,396,30,4.0,0,9990,805
24,91,0.00390625,0.00390625,396,30,4.0,0,1308,799
24,92,0.00390625,0.00390625,98,10,4.1,0,1148,949
24,92,0.00390625,0.00390625,98,10,4.1,0,1124,929
24,92,0.00390625,0.00390625,96,10,4.1,0,1087,899
24,93,0.03125,0.0,7,0,4.4,0,31999,1199
24,93,0.00390625,0.00390625,34,2,3.8,0,29999,1198
24,94,0.0078125,0.0078125,361,43,4.1,0,1589,1314
24,95,0.03125,0.03125,489,48,4.1,0,1199,1125
24,95,0.03125,0.03125,489,48,4.1,0,1399,1117
24,96,0.03125,0.03125,11,2,4.3,0,889,1299
24,97,0.0078125,0.0078125,113,10,4.1,0,679,1449
24,97,0.0078125,0.0078125,113,10,4.1,0,20990,1418
24,98,0.00390625,0.00390625,1251,144,4.1,0,25990,1479
24,99,0.00390625,0.00390625,9,0,3.8,0,59900,1190
24,99,0.00390625,0.00390625,9,0,3.8,0,1360,1085
24,100,0.03125,0.03125,2391,239,4.1,0,780,1248
24,100,0.03125,0.03125,2387,239,4.1,0,1499,1239
24,100,0.03125,0.03125,2391,239,4.1,0,1249,1203
24,100,0.03125,0.03125,2387,239,4.1,0,19900,1202
24,101,0.00390625,0.00390625,32,3,4.2,0,1523,1259
24,101,0.00390625,0.00390625,32,3,4.2,0,1511,1249
24,102,0.03125,0.03125,175,15,4.1,0,1086,898
24,103,2.0,32.0,328,33,4.0,3,6048,4999
24,104,3.0,32.0,2160,25898,4.3,3,7924,6549
24,105,2.0,32.0,16934,1272,4.2,3,15999,6550
24,105,2.0,32.0,9,0,4.0,3,6790,6698
24,103,2.0,32.0,328,33,4.0,4,6048,4999
24,87,2.0,32.0,195,16,3.9,4,12990,5990
24,87,2.0,32.0,195,16,3.8,4,7235,5980
24,104,3.0,32.0,18455,1613,4.1,4,8299,6549
24,104,2.0,32.0,158,15,4.2,4,12499,6598
24,103,2.0,32.0,328,33,4.0,7,6048,4999
25,106,0.0,4.0,78,4,4.0,0,2090,1999
25,107,0.0,4.0,29,1,4.4,0,1199,1999
26,108,0.000976563,0.015625,11,1,3.5,0,27990,949
26,109,0.004882813,0.03125,45,2,4.0,0,1148,949
26,110,0.03125,0.03125,150,18,3.8,0,845,699
27,111,0.03125,0.03125,208,29,3.8,0,1390,1149
27,112,0.009765625,0.009765625,30,3,3.6,0,1000,827
27,113,0.03125,0.03125,3775,355,3.9,0,20990,799
27,113,0.03125,0.03125,3773,354,3.9,0,932,865
27,114,0.03125,0.03125,2480,222,3.9,0,860,894
27,114,0.03125,0.03125,2480,222,3.9,0,34990,874
27,115,0.009765625,0.009765625,1280,193,3.9,0,844,698
27,115,0.03125,0.03125,2365,316,3.8,0,34999,729
27,115,0.03125,0.03125,2363,315,3.8,0,966,799
27,115,0.03125,0.03125,2363,315,3.8,0,1320,729
27,116,0.03125,0.03125,1530,182,3.7,0,1999,899
27,117,1.0,8.0,5681,519,4.1,0,1510,1248
27,117,1.0,8.0,5681,519,4.1,0,12945,1235
27,118,0.03125,0.03125,1192,70,3.8,0,1075,889
27,119,0.0234375,0.03125,61,0,4.0,0,1160,959
27,120,0.01171875,0.01171875,1197,153,4.0,0,1663,1375
27,121,0.01171875,0.03125,3518,316,3.9,0,899,1249
27,121,0.01171875,0.03125,89,3,4.1,0,1999,1071
27,122,0.03125,0.03125,21,2,3.9,0,7190,799
27,122,0.03125,0.03125,21,2,3.9,0,15990,789
27,123,0.03125,0.03125,1008,84,3.9,0,6299,825
27,123,0.03125,0.03125,1008,84,3.9,0,1454,799
27,123,0.03125,0.03125,1008,84,3.9,0,20990,798
27,124,0.03125,0.03125,26,2,4.1,0,1070,885
27,125,0.03125,0.03125,136,14,4.1,0,1849,899
27,125,0.03125,0.03125,136,14,4.1,0,1087,899
27,126,0.03125,0.03125,104,3,4.0,0,106600,780
27,126,0.03125,0.03125,104,3,4.0,0,11999,780
27,126,0.03125,0.03125,104,3,4.0,0,990,780
27,126,0.03125,0.03125,104,3,4.0,0,943,780
27,127,0.03125,0.03125,241,19,4.0,0,998,825
27,127,0.03125,0.03125,241,19,4.0,0,14380,799
27,128,0.01953125,0.01953125,200,14,3.7,0,1199,1019
27,128,0.01953125,0.03125,200,14,3.7,0,1324,1095
27,128,0.03125,0.03125,1383,110,4.0,0,1390,1149
27,128,0.03125,0.03125,1383,110,4.0,0,1328,1098
27,129,0.03125,0.03125,1912,189,3.9,0,1149,1120
27,129,0.03125,0.03125,1912,189,3.9,0,919,1120
27,129,0.03125,0.03125,1912,189,3.9,0,11999,1089
27,130,0.03125,0.03125,176,16,4.0,0,944,1049
27,130,0.03125,0.03125,176,16,4.0,0,1269,1049
27,131,0.03125,0.03125,4580,372,3.9,0,14999,849
27,131,0.03125,0.03125,4580,372,3.9,0,799,797
27,132,0.03125,0.03125,6452,1042,4.3,0,1172,969
27,132,0.03125,0.03125,225,21,4.0,0,7999,995
28,133,0.03125,0.03125,225,21,4.0,0,1124,929
28,133,0.03125,0.03125,115,7,4.0,0,999,929
28,133,0.03125,0.03125,115,7,4.0,0,1124,929
28,134,0.03125,0.03125,6312,532,4.1,0,14999,895
28,134,0.03125,0.03125,6307,531,4.1,0,7589,899
28,134,0.03125,0.03125,6307,531,4.1,0,1099,899
28,134,0.03125,0.03125,6307,531,4.1,0,899,899
28,135,0.03125,0.03125,2921,262,4.1,0,2297,899
28,135,0.03125,0.03125,2921,262,4.1,0,32990,895
28,135,0.03125,0.03125,2921,262,4.1,0,898,895
28,135,0.03125,0.03125,2921,262,4.1,0,8800,889
28,135,0.03125,0.03125,2921,262,4.1,0,679,876
28,136,0.03125,0.03125,20,1,4.1,0,1329,1099
28,136,0.03125,0.03125,20,1,4.1,0,1329,1099
28,136,0.03125,0.03125,20,1,4.1,0,1329,1099
28,136,0.03125,0.03125,20,1,4.1,0,1179,975
28,136,0.03125,0.03125,20,1,4.1,0,1179,975
28,137,0.03125,0.0625,36305,2815,4.6,0,1329,1099
28,137,0.03125,0.0625,2143,229,3.9,0,1329,1099
28,138,0.03125,0.03125,101,9,4.0,0,44900,1099
28,138,0.03125,0.03125,101,9,4.0,0,8999,1099
28,139,0.03125,0.03125,8531,617,4.0,0,1024,847
28,139,0.03125,0.03125,8527,616,4.0,0,4699,859
28,139,0.03125,0.03125,8527,616,4.0,0,1099,859
28,139,0.03125,0.03125,8527,616,4.0,0,1099,847
28,140,0.03125,0.0625,3,0,4.7,0,1208,999
28,141,0.0625,0.0625,53,12,4.0,0,2176,1799
28,142,0.03125,0.03125,243,14,4.0,0,1208,999
28,143,0.03125,0.0625,9262,1113,4.0,0,1314,1297
28,143,0.03125,0.0625,9262,1113,4.0,0,1310,1280
28,144,0.03125,0.03125,18672,1616,4.1,0,1349,955
28,144,0.03125,0.03125,18672,1616,4.1,0,10999,954
28,144,0.03125,0.03125,18672,1616,4.1,0,9990,949
28,144,0.03125,0.03125,18672,1616,4.1,0,22999,923
28,144,0.03125,0.03125,18672,1616,4.1,0,12990,923
28,144,0.03125,0.03125,18672,1616,4.1,0,10999,923
28,144,0.03125,0.03125,18672,1616,4.1,0,1349,920
28,144,0.03125,0.03125,18672,1616,4.1,0,937,908
28,144,0.03125,0.03125,18672,1616,4.1,0,1099,904
28,144,0.03125,0.03125,1327,111,4.4,0,1478,889
28,145,0.03125,0.03125,183,32,4.1,0,1799,1699
28,146,0.03125,0.03125,313,33,3.8,0,1089,900
28,147,0.03125,0.03125,53,4,4.0,0,1269,1049
28,147,0.03125,0.03125,53,4,4.0,0,1269,1049
28,148,0.03125,0.0625,1417,129,4.1,0,14470,1125
28,148,0.03125,0.0625,1417,129,4.1,0,1175,1089
28,148,0.03125,0.0625,1417,129,4.1,0,5999,1080
28,148,0.03125,0.0625,61,5,4.1,0,1317,1089
28,149,0.03125,0.03125,388,20,4.0,0,30990,1049
28,149,0.03125,0.03125,391,20,4.0,0,1269,1049
28,149,0.03125,0.03125,391,20,4.0,0,1208,999
28,150,0.03125,0.03125,4311,339,4.1,0,34999,999
28,150,0.03125,0.03125,4311,339,4.1,0,22990,969
28,150,0.03125,0.03125,4311,339,4.1,0,14999,969
28,150,0.03125,0.03125,4311,339,4.1,0,11999,969
28,150,0.03125,0.03125,4311,339,4.1,0,1159,958
28,150,0.03125,0.03125,4305,339,4.1,0,1154,954
28,150,0.03125,0.03125,4305,339,4.1,0,1143,945
28,150,0.03125,0.03125,4305,339,4.1,0,1143,945
28,150,0.03125,0.03125,4305,339,4.1,0,1137,940
28,151,0.03125,0.03125,3518,316,3.9,0,19999,1389
28,152,0.5,0.03125,8066,746,4.0,0,6284,1199
28,152,0.5,0.03125,8069,746,4.0,0,1625,946
28,152,0.5,0.03125,8066,746,4.0,0,1144,946
28,152,0.5,0.03125,8069,746,4.0,0,819,920
28,152,0.5,0.03125,8066,746,4.0,0,1113,920
28,152,0.5,0.03125,8069,746,4.0,0,1349,899
28,58,0.03125,0.0625,487,43,3.9,0,990,857
28,58,0.048828125,0.048828125,1222,131,3.9,0,919,870
28,153,0.03125,0.03125,1089,107,4.0,0,21990,1499
28,153,0.03125,0.03125,1089,107,4.0,0,15999,1490
28,154,0.03125,0.03125,19430,1646,4.0,0,1450,1199
28,154,0.03125,0.0625,1417,129,4.1,0,59900,1199
28,117,0.03125,0.0625,1381,147,4.1,0,985,1140
28,117,0.03125,0.0625,1381,147,4.1,0,14000,1099
28,117,0.03125,0.0625,579,56,4.0,0,1355,1120
28,155,0.0625,0.0625,806,99,4.0,0,1355,1120
29,156,0.03125,0.03125,94,4,3.6,0,898,657
29,157,0.03125,0.03125,20,2,3.7,0,966,799
29,158,0.03125,0.03125,37,3,4.1,0,966,799
29,159,0.03125,0.03125,22,3,3.6,0,1119,925
30,160,32.0,32.0,361,34,4.1,0,1699,1699
30,161,0.0234375,0.03125,60,11,4.2,0,1599,1458
30,29,0.0234375,0.0234375,90264,10050,4.2,0,1489,1077
30,29,0.0234375,0.0234375,90286,10050,4.2,0,1380,931
30,29,0.0234375,0.0234375,90286,10050,4.2,0,1119,931
30,29,0.0234375,0.0234375,14480,1414,4.2,0,1119,931
30,29,0.0234375,0.0234375,8176,544,4.3,0,1126,931
30,29,0.00390625,0.0234375,90286,10050,4.2,0,9990,931
30,29,0.00390625,0.0234375,14480,1414,4.2,0,16999,931
30,29,0.00390625,0.0234375,14480,1414,4.2,0,12499,931
30,29,0.00390625,0.0234375,14480,1414,4.2,0,1119,931
30,29,0.00390625,0.0234375,14480,1414,4.2,0,759,931
30,29,0.00390625,0.0234375,14477,1413,4.2,0,1269,1039
30,29,0.00390625,0.0234375,187,13,4.3,0,1126,931
30,162,0.00390625,0.0,18435,1943,4.2,0,1099,897
30,162,0.00390625,0.0,18435,1943,4.2,0,1099,897
30,163,0.00390625,0.002929688,1161,87,4.1,0,1099,1039
30,164,0.03125,0.0234375,1933,232,4.2,0,1545,1277
30,164,0.03125,0.0234375,1933,232,4.2,0,12990,1249
30,164,0.03125,0.0234375,1931,232,4.2,0,1392,1151
30,165,0.00390625,0.002929688,17984,2185,4.2,0,1299,1073
30,165,0.00390625,0.002929688,17984,2185,4.2,0,1299,1073
30,166,0.03125,0.0234375,5160,518,4.1,0,29999,1296
30,166,0.03125,0.0234375,5160,518,4.1,0,1549,1206
30,166,0.03125,0.0234375,5160,518,4.1,0,1489,1206
30,166,0.03125,0.0234375,5160,518,4.1,0,1489,1206
30,166,0.03125,0.0234375,5151,518,4.1,0,1459,1206
30,167,0.0234375,0.03125,579,56,4.0,0,1683,1391
30,167,0.0234375,0.03125,89,9,3.7,0,1683,1391
30,168,0.0234375,0.03125,2139,231,4.1,0,769,1589
30,168,0.0234375,0.03125,2136,230,4.1,0,25999,1519
30,168,0.0234375,0.03125,2136,230,4.1,0,1849,1519
30,168,0.0234375,0.03125,2136,230,4.1,0,1849,1519
30,169,0.03125,0.03125,275,26,3.7,0,2176,1799
30,170,0.03125,0.03125,2046,253,4.2,0,1999,1683
30,170,0.03125,0.03125,2046,253,4.2,0,2036,1683
30,170,0.0546875,0.0546875,25,2,4.6,0,2273,1879
30,171,0.03125,0.03125,1665,172,4.2,0,1813,1499
30,171,0.5,0.5,15164,1761,4.2,0,14999,1577
30,172,0.03125,0.03125,919,105,4.2,0,18999,1499
30,173,0.0234375,0.0234375,1303,111,3.9,0,799,738
30,173,0.0234375,0.0234375,1303,111,3.9,0,799,711
30,174,0.00390625,0.002929688,790,70,4.2,0,1648,859
30,174,0.00390625,0.002929688,790,70,4.2,0,869,783
30,175,0.00390625,0.002929688,19430,1646,4.0,0,9999,790
30,176,0.03125,0.03125,1228,178,4.1,0,1949,1449
30,177,0.03125,0.03125,61,6,4.0,0,1175,1595
30,178,3.0,32.0,3639,539,4.0,2,1249,7227
30,179,2.0,16.0,292,42,4.1,3,6385,5277
30,178,3.0,32.0,3630,538,4.0,3,8744,7227
30,179,2.0,16.0,2929,359,4.0,11,759,5277
30,179,2.0,16.0,2925,358,4.0,11,6385,5277
31,180,3.0,64.0,1461,275,3.7,4,13297,10990
32,181,0.03125,0.03125,2555,353,3.9,0,1172,969
33,182,8.0,128.0,255,21,4.4,0,25888,25210
33,30,6.0,128.0,3064,280,4.1,2,16938,13999
33,182,6.0,128.0,649,52,4.4,3,9999,22651
33,182,8.0,128.0,253,21,4.4,5,13999,26989
34,183,0.03125,0.03125,7,0,4.6,0,966,799
34,183,0.03125,0.03125,7,0,4.6,0,5499,796
34,184,0.001953125,0.03125,1937,217,3.8,0,1399,849
34,184,0.001953125,0.03125,1691,214,3.8,0,1289,989
34,184,0.001953125,0.03125,1186,139,3.9,0,1099,999
34,184,0.001953125,0.03125,1185,139,3.9,0,1208,999
34,185,0.03125,0.03125,5399,454,4.0,0,849,822
34,185,0.03125,0.03125,5399,454,4.0,0,15999,814
34,186,0.03125,0.03125,10408,1190,3.9,0,20990,1050
34,187,0.03125,0.03125,940,79,4.0,0,11990,893
34,187,0.03125,0.03125,940,79,4.0,0,2499,893
34,187,0.03125,0.03125,939,79,4.0,0,20990,848
34,188,0.03125,0.03125,178,12,4.0,0,1036,857
34,189,0.03125,0.03125,1332,77,4.4,0,1148,949
34,189,0.03125,0.03125,112,11,3.8,0,54900,1060
34,190,0.03125,0.03125,8000,698,3.9,0,873,845
34,190,0.03125,0.03125,8000,698,3.9,0,19990,738
34,191,0.03125,0.03125,374,32,4.1,0,1208,999
34,192,0.03125,0.03125,1378,122,4.0,0,898,945
